Index,cluster_cnn,index,cluster_manual
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00285/,0,260,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01300/,0,3,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01649/,0,127,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01240/,0,135,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00378/,0,21,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00549/,0,53,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01137/,0,242,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00212/,0,152,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01205/,0,159,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00227/,0,208,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00061/,0,175,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00243/,0,249,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01647/,0,245,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00772/,0,205,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01231/,0,8,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00802/,0,23,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00258/,0,12,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01364/,0,205,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01614/,0,83,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01522/,0,212,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00140/,0,133,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01152/,0,147,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00090/,0,49,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01271/,0,41,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01276/,0,249,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00288/,0,237,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01636/,0,253,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01344/,0,256,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01255/,0,219,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01247/,0,146,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00262/,0,110,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00348/,0,151,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01338/,1,113,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00199/,1,295,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01337/,1,56,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01362/,1,142,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00353/,1,184,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01223/,1,250,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00318/,1,288,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00395/,1,90,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00364/,1,103,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01018/,1,136,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00273/,1,174,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01627/,1,40,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00780/,1,33,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00130/,1,4,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01164/,1,23,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01061/,1,151,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00235/,1,174,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01045/,1,234,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01410/,1,254,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00306/,1,97,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00249/,1,82,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01121/,1,170,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01357/,1,53,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00297/,1,281,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00183/,1,8,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00242/,1,34,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00401/,1,137,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00159/,1,257,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01136/,1,74,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00187/,1,34,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00789/,1,20,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00421/,1,342,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01414/,1,145,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00191/,1,198,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00166/,1,130,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01062/,1,2,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00399/,1,319,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00301/,1,294,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01052/,1,237,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01227/,1,77,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00383/,1,62,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00356/,1,239,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01261/,1,276,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00147/,1,15,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00511/,1,233,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01089/,1,54,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01235/,1,153,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01226/,1,124,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00070/,1,46,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01289/,1,67,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01097/,1,169,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01373/,1,46,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00184/,1,138,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01092/,1,61,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01229/,1,17,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00101/,1,61,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01287/,1,243,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00819/,1,288,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01319/,1,61,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00246/,1,383,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01122/,1,207,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01386/,1,181,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01060/,1,68,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00403/,1,98,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01080/,1,346,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00818/,1,132,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01093/,1,90,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00006/,1,243,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01239/,1,76,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01220/,1,156,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01564/,1,18,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01368/,1,107,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01309/,1,97,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01076/,1,244,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00030/,1,366,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01259/,1,7,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00156/,1,85,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00120/,1,118,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01105/,1,335,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01383/,1,220,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01595/,1,90,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00201/,1,195,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01083/,1,162,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00312/,1,14,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00386/,1,277,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00165/,1,146,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00231/,1,358,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00350/,1,226,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01000/,1,240,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00444/,1,402,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00406/,1,350,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00328/,1,25,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00274/,1,94,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01384/,1,221,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01621/,1,45,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00800/,1,194,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00107/,1,116,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01583/,1,248,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01292/,1,178,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01593/,1,37,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01010/,1,204,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00290/,1,204,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01409/,1,105,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00382/,1,140,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01207/,1,131,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00283/,1,300,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01641/,1,70,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01298/,1,142,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00791/,1,212,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00838/,1,217,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00375/,1,88,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00339/,1,154,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00834/,1,165,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00148/,1,103,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01275/,1,24,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01258/,1,193,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00154/,1,56,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01001/,1,164,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01456/,1,156,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00259/,1,185,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01068/,1,70,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01043/,1,15,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01212/,1,134,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00210/,1,379,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01376/,1,327,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00193/,1,333,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00336/,1,54,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01390/,1,85,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01014/,1,132,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01623/,1,111,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00793/,1,117,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01277/,1,130,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01272/,1,223,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01129/,1,108,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00282/,1,376,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TestData/BraTS2021_01539/,1,18,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01446/,1,202,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01328/,1,77,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00281/,1,159,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00520/,1,54,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01334/,1,15,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01304/,1,255,0
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00195/,1,45,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01351/,1,148,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01382/,1,331,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00241/,1,119,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01372/,1,197,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01459/,1,189,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00046/,1,89,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00441/,1,257,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00329/,1,181,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01369/,1,266,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01215/,1,257,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00389/,1,216,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01211/,1,374,2
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00775/,1,177,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_01257/,1,193,3
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00253/,1,124,1
/scratch/a.bip5/BraTS 2021/BraTS21_data/RSNA_ASNR_MICCAI_BraTS2021_TrainingData/BraTS2021_00831/,1,5,1
